chi_gene	Ensembl Gene ID	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Chromosome Name
CARHR206350	AT5G06820	2112869	2116754	SRF2	STRUBBELIG-receptor family 2 [Source:EMBL;Acc:AED91070.1]	5
CARHR206360	AT5G06810	2108493	2112256	AT5G06810	Mitochondrial transcription termination factor family protein [Source:EMBL;Acc:AED91069.1]	5
CARHR206380	AT5G06800	2103160	2105898	AT5G06800	myb-like HTH transcriptional regulator family protein [Source:EMBL;Acc:AED91068.1]	5
CARHR206390	AT5G06790	2097669	2098740	AT5G06790	uncharacterized protein [Source:EMBL;Acc:AED91066.1]	5
CARHR206400	AT5G06780	2093883	2097129	AT5G06780	Emsy N Terminus and plant Tudor-like domain-containing protein [Source:EMBL;Acc:AED91065.1]	5
CARHR206410	AT5G06770	2090703	2092950	AT5G06770	zinc finger CCCH domain-containing protein 52 [Source:EMBL;Acc:AED91063.1]	5
CARHR206420	AT5G06760	2089492	2090430	LEA4-5	late embryogenesis abundant protein 4-5 [Source:EMBL;Acc:AED91062.1]	5
CARHR206430	AT5G06750	2086266	2088997	AT5G06750	putative protein phosphatase 2C 68 [Source:EMBL;Acc:AED91060.1]	5
CARHR206440	AT5G06740	2084094	2086052	AT5G06740	concanavalin A-like lectin kinase-like protein [Source:EMBL;Acc:AED91057.1]	5
CARHR206470	AT5G06730	2079955	2081684	AT5G06730	peroxidase 54 [Source:EMBL;Acc:AED91056.1]	5
CARHR206480	AT5G06720	2077420	2079005	ATPA2	peroxidase 53 [Source:EMBL;Acc:AED91055.1]	5
CARHR206490	AT5G06710	2068065	2070361	HAT14	homeobox-leucine zipper protein HAT14 [Source:EMBL;Acc:AED91054.1]	5
CARHR206500	AT5G06700	2063487	2066039	TBR	uncharacterized protein [Source:EMBL;Acc:AED91052.1]	5
CARHR206510	AT5G06690	2060501	2061956	WCRKC1	thioredoxin-like 3-1 [Source:EMBL;Acc:AED91051.1]	5
CARHR206520	AT5G06680	2056587	2059787	SPC98	spindle pole body component 98 [Source:EMBL;Acc:AED91049.1]	5
CARHR206540	AT5G06670	2048243	2055019	AT5G06670	kinesin heavy chain-like protein [Source:EMBL;Acc:AED91048.1]	5
CARHR206550	AT5G06660	2046810	2047794	AT5G06660	uncharacterized protein [Source:EMBL;Acc:AED91047.1]	5
CARHR206560	AT5G06650	2043486	2044061	GIS2	C2H2 and C2HC zinc finger-containing protein [Source:EMBL;Acc:AED91046.1]	5
CARHR206580	AT5G06620	2033760	2036143	ATXR4	histone-lysine N-methyltransferase ATXR4 [Source:EMBL;Acc:AED91043.1]	5
CARHR206590	AT5G06610	2029897	2033723	AT5G06610	uncharacterized protein [Source:EMBL;Acc:AED91042.1]	5
CARHR206600	AT5G06600	2019107	2027945	UBP12	ubiquitin carboxyl-terminal hydrolase 12 [Source:EMBL;Acc:AED91041.1]	5
CARHR206610	AT5G06590	2016645	2018835	AT5G06590	uncharacterized protein [Source:EMBL;Acc:AED91038.1]	5
CARHR206620	AT5G06580	2011288	2016539	AT5G06580	D-lactate dehydrogenase [cytochrome] [Source:EMBL;Acc:AED91037.1]	5
CARHR206630	AT5G06570	2007600	2011041	AT5G06570	alpha/beta hydrolase fold-containing protein [Source:EMBL;Acc:AED91036.1]	5
CARHR206640	AT5G06560	2003304	2006188	AT5G06560	uncharacterized protein [Source:EMBL;Acc:AED91034.1]	5
CARHR206650	AT5G06550	2001134	2003075	AT5G06550	uncharacterized protein [Source:EMBL;Acc:AED91033.1]	5
CARHR206660	AT5G06540	1999181	2001049	AT5G06540	pentatricopeptide repeat-containing protein [Source:EMBL;Acc:AED91032.1]	5
CARHR206670	AT5G06530	1989747	1994912	AT5G06530	ABC transporter G family member 22 [Source:EMBL;Acc:AED91031.1]	5
CARHR206680	AT5G06510	1984991	1987044	NF-YA10	nuclear transcription factor Y subunit A-10 [Source:EMBL;Acc:AED91026.1]	5
CARHR206700	AT5G06490	1977996	1978589	AT5G06490	putative RING-H2 finger protein ATL71 [Source:EMBL;Acc:AED91023.1]	5
CARHR206710	AT5G06480	1976086	1977290	AT5G06480	phosphatidylinositol/phosphatidylglycerol transfer protein domain-containing protein [Source:EMBL;Acc:AED91022.1]	5
CARHR206720	AT5G06470	1974659	1975378	AT5G06470	Glutaredoxin family protein [Source:EMBL;Acc:AED91021.1]	5
CARHR206730	AT5G06460	1970029	1974527	UBA 2	ubiquitin-activating enzyme E1 2 [Source:EMBL;Acc:AED91020.1]	5
CARHR206740	AT5G06450	1967723	1969223	AT5G06450	DnaQ-like exonuclease domain-containing protein [Source:EMBL;Acc:AED91019.1]	5
CARHR206750	AT5G06440	1964468	1967335	AT5G06440	uncharacterized protein [Source:EMBL;Acc:AED91015.1]	5
CARHR206770	AT5G06070	1828150	1829186	RBE	putative transcriptional regulator RABBIT EARS [Source:EMBL;Acc:AED90961.1]	5
CARHR206780	AT5G06080	1830796	1831467	LBD33	LOB domain-containing protein 33 [Source:EMBL;Acc:AED90962.1]	5
CARHR206790	AT5G06090	1835106	1836722	GPAT7	glycerol-3-phosphate acyltransferase 7 [Source:EMBL;Acc:AED90963.1]	5
CARHR206800	AT5G06100	1837907	1840727	MYB33	myb domain protein 33 [Source:EMBL;Acc:AED90964.1]	5
CARHR206810	AT5G06110	1840829	1843872	AT5G06110	DnaJ and myb-like DNA-binding domain-containing protein [Source:EMBL;Acc:AED90968.1]	5
CARHR206820	AT5G06120	1844067	1852981	AT5G06120	armadillo/beta-catenin-like repeat-containing protein [Source:EMBL;Acc:AED90972.1]	5
CARHR206840	AT5G06130	1853432	1855888	AT5G06130	chaperone protein dnaJ-like protein [Source:EMBL;Acc:AED90973.1]	5
CARHR206850	AT5G06140	1856008	1858785	SNX1	sorting nexin 1 [Source:EMBL;Acc:AED90975.1]	5
CARHR206860	AT5G06150	1859279	1861649	CYCB1;2	cyclin-B1-2 [Source:EMBL;Acc:AED90976.1]	5
CARHR206870	AT5G06160	1862369	1866433	ATO	splicing factor 3A subunit 3 [Source:EMBL;Acc:AED90977.1]	5
CARHR206890	AT5G06180	1873162	1876059	AT5G06180	uncharacterized protein [Source:EMBL;Acc:AED90980.1]	5
CARHR206900	AT5G06200	1877333	1878116	AT5G06200	uncharacterized protein [Source:EMBL;Acc:AED90983.1]	5
CARHR206910	AT5G06210	1878471	1879740	AT5G06210	RNA recognition motif (RRM)-containing protein [Source:EMBL;Acc:AED90984.1]	5
CARHR206920	AT5G06220	1879937	1885643	AT5G06220	LETM1-like protein [Source:EMBL;Acc:AED90985.1]	5
CARHR206930	AT5G06230	1884928	1887121	TBL9	protein trichome birefringence-like 9 [Source:EMBL;Acc:AED90988.1]	5
CARHR206940	AT5G06240	1888311	1889698	emb2735	protein embryo defective 2735 [Source:EMBL;Acc:AED90989.1]	5
CARHR206950	AT5G06250	1892714	1894124	AT5G06250	AP2/B3 domain-containing protein [Source:EMBL;Acc:AED90991.1]	5
CARHR206960	AT5G06260	1902599	1905101	AT5G06260	TLD-domain containing nucleolar protein [Source:EMBL;Acc:AED90992.1]	5
CARHR206980	AT5G06265	1905287	1908167	AT5G06265	hyaluronan mediated motility receptor-related protein [Source:EMBL;Acc:AED90995.1]	5
CARHR206990	AT5G06270	1912550	1913674	AT5G06270	uncharacterized protein [Source:EMBL;Acc:AED90996.1]	5
CARHR207010	AT5G06280	1917641	1918896	AT5G06280	uncharacterized protein [Source:EMBL;Acc:AED90998.1]	5
CARHR207030	AT5G06290	1919213	1921425	2-Cys Prx B	2-Cys peroxiredoxin BAS1-like protein [Source:EMBL;Acc:AED90999.1]	5
CARHR207040	AT5G06300	1921744	1925370	AT5G06300	cytokinin riboside 5-monophosphate phosphoribohydrolase LOG7 [Source:EMBL;Acc:AED91000.1]	5
CARHR207050	AT5G06310	1928391	1930951	AtPOT1b	Nucleic acid-binding, OB-fold-like protein [Source:EMBL;Acc:AED91001.1]	5
CARHR207060	AT5G06320	1930793	1931768	NHL3	NDR1/HIN1-Like protein 3 [Source:EMBL;Acc:AED91002.1]	5
CARHR207070	AT5G06330	1934739	1935644	AT5G06330	late embryogenesis abundant hydroxyproline-rich glycoprotein [Source:EMBL;Acc:AED91003.1]	5
CARHR207080	AT5G06340	1936366	1938114	ATNUDX27	nudix hydrolase 27 [Source:EMBL;Acc:AED91004.1]	5
CARHR207090	AT5G06350	1938781	1944357	AT5G06350	armadillo/beta-catenin-like repeat-containing protein [Source:EMBL;Acc:AED91005.1]	5
CARHR207110	AT5G06360	1944768	1946743	AT5G06360	Ribosomal protein S8e family protein [Source:EMBL;Acc:AED91006.1]	5
CARHR207120	AT5G06370	1947139	1948612	AT5G06370	NC domain-containing protein-like protein [Source:EMBL;Acc:AED91007.1]	5
CARHR207130	AT5G06380	1949315	1950282	AT5G06380	uncharacterized protein [Source:EMBL;Acc:AED91008.1]	5
CARHR207140	AT5G06390	1952851	1955788	FLA17	fasciclin-like arabinogalactan protein 17 [Source:EMBL;Acc:AED91009.1]	5
CARHR207150	AT5G06410	1959536	1961158	AT5G06410	molecular chaperone HscB [Source:EMBL;Acc:AED91011.1]	5
CARHR207160	AT5G06400	1955959	1959051	AT5G06400	pentatricopeptide repeat-containing protein [Source:EMBL;Acc:AED91010.1]	5
CARHR207170	AT5G06060	1823842	1825894	AT5G06060	tropine dehydrogenase [Source:EMBL;Acc:AED90960.1]	5
CARHR207180	AT5G06050	1820132	1823771	AT5G06050	putative methyltransferase PMT12 [Source:EMBL;Acc:AED90959.1]	5
CARHR207200	AT5G06000	1808150	1809853	EIF3G2	translation initiation factor eIF-3 subunit 4 [Source:EMBL;Acc:AED90953.1]	5
CARHR207210	AT5G05987	1804804	1806850	PRA1.A2	PRA1 family protein A2 [Source:EMBL;Acc:AED90951.1]	5
CARHR207220	AT5G05990	1806761	1807907	AT5G05990	Mitochondrial glycoprotein family protein [Source:EMBL;Acc:AED90952.1]	5
CARHR207230	AT5G05980	1799490	1804492	DFB	DHFS-FPGS homolog B [Source:EMBL;Acc:AED90950.1]	5
CARHR207240	AT5G05970	1795294	1799527	NEDD1	transducin/WD40 domain-containing protein [Source:EMBL;Acc:AED90947.1]	5
CARHR207250	AT5G05965	1790788	1792634	AT5G05965	uncharacterized protein [Source:EMBL;Acc:AED90946.1]	5
CARHR207260	AT5G05960	1790231	1790833	AT5G05960	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein [Source:EMBL;Acc:AED90945.1]	5
CARHR207270	AT5G05950	1788767	1789438	MEE60	protein maternal effect embryo arrest 60 [Source:EMBL;Acc:AED90944.1]	5
CARHR207280	AT5G05940	1785927	1788436	ATROPGEF5	ROP guanine nucleotide exchange factor 5 [Source:EMBL;Acc:AED90943.1]	5
CARHR207290	AT5G05930	1779974	1783412	GC1	guanylyl cyclase 1 [Source:EMBL;Acc:AED90942.1]	5
CARHR207300	AT5G05920	1777547	1779826	DHS	deoxyhypusine synthase [Source:EMBL;Acc:AED90940.1]	5
CARHR207330	AT5G05900	1774513	1776381	AT5G05900	UDP-glucoronosyl/UDP-glucosyl transferase family protein [Source:EMBL;Acc:AED90937.1]	5
CARHR207340	AT5G05880	1769648	1771515	AT5G05880	UDP-glucoronosyl/UDP-glucosyl transferase family protein [Source:EMBL;Acc:AED90935.1]	5
CARHR207350	AT5G05870	1767639	1769262	UGT76C1	cytokinin-N-glucosyltransferase 1 [Source:EMBL;Acc:AED90934.1]	5
CARHR207360	AT5G05860	1765507	1767455	UGT76C2	cytokinin-N-glucosyltransferase 2 [Source:EMBL;Acc:AED90933.1]	5
CARHR207390	AT5G06020	1811938	1812393	AT5G06020	self-incompatibility S1 family protein [Source:EMBL;Acc:AED90955.1]	5
CARHR207400	AT5G05850	1762405	1764678	PIRL1	plant intracellular ras group-related LRR 1 [Source:EMBL;Acc:AED90932.1]	5
CARHR207410	AT5G05840	1757098	1760666	AT5G05840	uncharacterized protein [Source:EMBL;Acc:AED90931.1]	5
CARHR207420	AT5G05830	1755766	1757085	AT5G05830	RING/FYVE/PHD zinc finger-containing protein [Source:EMBL;Acc:AED90930.1]	5
CARHR207450	AT5G05810	1746830	1748255	ATL43	RING-H2 finger protein ATL43 [Source:EMBL;Acc:AED90928.1]	5
CARHR207460	AT5G05800	1743086	1745245	AT5G05800	uncharacterized protein [Source:EMBL;Acc:AED90927.1]	5
CARHR207470	AT5G05790	1740572	1742028	AT5G05790	duplicated SANT DNA-binding domain-containing protein [Source:EMBL;Acc:AED90925.1]	5
CARHR207480	AT5G05780	1735725	1738700	RPN8A	26S proteasome regulatory subunit N8 [Source:EMBL;Acc:AED90924.1]	5
CARHR207510	AT5G05760	1728893	1731021	SYP31	syntaxin-31 [Source:EMBL;Acc:AED90921.1]	5
CARHR207520	AT5G05740	1723836	1727030	EGY2	ethylene-dependent gravitropism-deficient and yellow-green-like 2 protein [Source:EMBL;Acc:AED90918.1]	5
CARHR207530	AT5G05750	1727429	1728933	AT5G05750	DNAJ heat shock N-terminal domain-containing protein [Source:EMBL;Acc:AED90920.1]	5
CARHR207540	AT5G05730	1719557	1722910	TRP5	anthranilate synthase component I-1 [Source:EMBL;Acc:AED90916.1]	5
CARHR207560	AT5G05710	1715875	1716499	AT5G05710	pleckstrin homology domain-containing protein [Source:EMBL;Acc:AED90913.1]	5
CARHR207580	AT5G05700	1712670	1715731	ATE1	arginine-tRNA protein transferase 1 [Source:EMBL;Acc:AED90912.1]	5
CARHR207590	AT5G05690	1702688	1706787	CYP90A1	cytochrome P450 90A1 [Source:EMBL;Acc:AED90910.1]	5
CARHR207600	AT5G05680	1698270	1702645	MOS7	nuclear pore complex protein-like protein [Source:EMBL;Acc:AED90908.1]	5
CARHR207610	AT5G05670	1695730	1698153	AT5G05670	signal recognition particle receptor subunit beta [Source:EMBL;Acc:AED90907.1]	5
CARHR207620	AT5G05660	1690851	1695467	ATNFXL2	transcription factor-like protein [Source:EMBL;Acc:AED90905.1]	5
CARHR207640	AT5G05640	1684566	1685812	AT5G05640	nucleoprotein-like protein [Source:EMBL;Acc:AED90902.1]	5
CARHR207650	AT5G05630	1682321	1684191	AT5G05630	Amino acid permease family protein [Source:EMBL;Acc:AED90901.1]	5
CARHR207660	AT5G05610	1676932	1679104	AL1	alfin-like 1 protein [Source:EMBL;Acc:AED90899.1]	5
CARHR207680	AT5G05600	1672120	1674739	AT5G05600	oxidoreductase, 2OG-Fe(II) oxygenase family protein [Source:EMBL;Acc:AED90897.1]	5
CARHR207690	AT5G05570	1656566	1663929	AT5G05570	syntaxin binding protein 5 (tomosyn) [Source:EMBL;Acc:AED90891.1]	5
CARHR207700	AT5G05560	1641452	1654756	EMB2771	anaphase-promoting complex subunit 1 [Source:EMBL;Acc:AED90889.1]	5
CARHR207710	AT5G05550	1639032	1640606	AT5G05550	sequence-specific DNA binding transcription factor [Source:EMBL;Acc:AED90888.1]	5
CARHR207720	AT4G37860	17800326	17801907	AT4G37860	SPT2 chromatin protein [Source:EMBL;Acc:AEE86846.1]	4
CARHR207730	AT5G05540	1636298	1638939	SDN2	small RNA degrading nuclease 2 [Source:EMBL;Acc:AED90886.1]	5
CARHR207740	AT5G05530	1635478	1636191	AT5G05530	RING/U-box domain-containing protein [Source:EMBL;Acc:AED90884.1]	5
CARHR207750	AT5G05520	1632845	1635342	AT5G05520	outer membrane OMP85 family protein [Source:EMBL;Acc:AED90883.1]	5
CARHR207760	AT5G05510	1630559	1632598	AT5G05510	Mad3/BUB1 homology region 1 [Source:EMBL;Acc:AED90882.1]	5
CARHR207770	AT5G05500	1629667	1630396	AT5G05500	pollen_Ole_e_I-domain containing protein [Source:EMBL;Acc:AED90881.1]	5
CARHR207780	AT5G05490	1624206	1629269	ATREC8	Sister chromatid cohesion 1 protein 1 [Source:EMBL;Acc:AED90880.1]	5
CARHR207790	AT5G05460	1615529	1618902	AT5G05460	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [Source:EMBL;Acc:AED90876.1]	5
CARHR207800	AT5G05480	1622172	1624270	AT5G05480	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein [Source:EMBL;Acc:AED90878.1]	5
CARHR207810	AT5G05450	1612006	1615356	AT5G05450	DEAD-box ATP-dependent RNA helicase 18 [Source:EMBL;Acc:AED90875.1]	5
CARHR207820	AT5G05440	1609250	1610446	PYL5	abscisic acid receptor PYL5 [Source:EMBL;Acc:AED90874.1]	5
CARHR207830	AT5G05410	1602205	1603926	DREB2	dehydration-responsive element-binding protein 2A [Source:EMBL;Acc:AED90871.1]	5
CARHR207840	AT5G05390	1594753	1597042	LAC12	laccase 12 [Source:EMBL;Acc:AED90868.1]	5
CARHR207850	AT5G05380	1592130	1593026	PRA1.B3	PRA1 family protein B3 [Source:EMBL;Acc:AED90867.1]	5
CARHR207860	AT5G05370	1590797	1591903	AT5G05370	Cytochrome b-c1 complex, subunit 8 protein [Source:EMBL;Acc:AED90866.1]	5
CARHR207870	AT5G05365	1590036	1590861	AT5G05365	metal ion binding protein [Source:EMBL;Acc:AED90865.1]	5
CARHR207880	AT5G05360	1588305	1589365	AT5G05360	uncharacterized protein [Source:EMBL;Acc:AED90863.1]	5
CARHR207900	AT5G05350	1585297	1587517	AT5G05350	PLAC8 family protein [Source:EMBL;Acc:AED90862.1]	5
CARHR207910	AT5G05340	1578951	1580875	AT5G05340	peroxidase 52 [Source:EMBL;Acc:AED90861.1]	5
CARHR207920	AT5G05330	1576982	1578754	AT5G05330	HMG-box (high mobility group) DNA-binding family protein [Source:EMBL;Acc:AED90859.1]	5
CARHR207930	AT5G05310	1571152	1574579	AT5G05310	TLC ATP/ADP transporter [Source:EMBL;Acc:AED90854.1]	5
CARHR207940	AT5G05300	1570102	1570410	AT5G05300	uncharacterized protein [Source:EMBL;Acc:AED90853.1]	5
CARHR207950	AT5G05290	1568694	1569864	EXPA2	expansin A2 [Source:EMBL;Acc:AED90852.1]	5
CARHR207960	AT5G05270	1563320	1565007	AT5G05270	chalcone-flavanone isomerase-like proetin [Source:EMBL;Acc:AED90849.1]	5
CARHR207970	AT5G05280	1565447	1566391	AT5G05280	RING-H2 finger protein ATL73 [Source:EMBL;Acc:AED90850.1]	5
CARHR207980	AT5G05250	1557037	1557998	AT5G05250	uncharacterized protein [Source:EMBL;Acc:AED90846.1]	5
CARHR207990	AT5G05240	1553814	1556556	AT5G05240	uncharacterized protein [Source:EMBL;Acc:AED90845.1]	5
CARHR208010	AT5G05230	1551388	1553805	AT5G05230	U-box domain-containing protein 62 [Source:EMBL;Acc:AED90844.1]	5
CARHR208020	AT5G05220	1550267	1550928	AT5G05220	uncharacterized protein [Source:EMBL;Acc:AED90843.1]	5
CARHR208030	AT5G05210	1547423	1549791	AT5G05210	Surfeit locus protein 6 [Source:EMBL;Acc:AED90842.1]	5
CARHR208040	AT5G05200	1544007	1547164	AT5G05200	aarF domain-containing protein kinase [Source:EMBL;Acc:AED90840.1]	5
CARHR208050	AT5G05040	1487260	1487968	AT5G05040	cystatin/monellin-related protein [Source:EMBL;Acc:AED90821.1]	5
CARHR208070	AT5G05190	1541521	1544137	AT5G05190	uncharacterized protein [Source:EMBL;Acc:AED90839.1]	5
CARHR208080	AT5G05180	1536226	1538492	AT5G05180	uncharacterized protein [Source:EMBL;Acc:AED90838.1]	5
CARHR208090	AT5G05170	1530174	1535414	CESA3	cellulose synthase A catalytic subunit 3 [UDP-forming] [Source:EMBL;Acc:AED90836.1]	5
CARHR208100	AT5G05160	1527975	1530062	AT5G05160	putative leucine-rich repeat receptor-like protein kinase [Source:EMBL;Acc:AED90835.1]	5
CARHR208110	AT5G05150	1524841	1526199	ATATG18E	autophagy-related protein 18E [Source:EMBL;Acc:AED90834.1]	5
CARHR208120	AT5G05140	1519913	1522667	AT5G05140	Transcription elongation factor (TFIIS) family protein [Source:EMBL;Acc:AED90833.1]	5
CARHR208140	AT5G05130	1512120	1515079	AT5G05130	DNA/RNA helicase [Source:EMBL;Acc:AED90832.1]	5
CARHR208160	AT5G05110	1507419	1508867	AT5G05110	cysteine proteinase inhibitor 7 [Source:EMBL;Acc:AED90829.1]	5
CARHR208170	AT5G05100	1505122	1507224	AT5G05100	Single-stranded nucleic acid binding R3H protein [Source:EMBL;Acc:AED90828.1]	5
CARHR208180	AT5G05090	1503232	1504494	AT5G05090	myb family transcription factor [Source:EMBL;Acc:AED90827.1]	5
CARHR208190	AT5G05080	1498553	1500784	UBC22	ubiquitin-conjugating enzyme E2 22 [Source:EMBL;Acc:AED90826.1]	5
CARHR208200	AT5G05070	1496855	1498544	AT5G05070	putative S-acyltransferase [Source:EMBL;Acc:AED90824.1]	5
CARHR208230	AT5G26120	9121727	9125967	ATASD2	alpha-L-arabinofuranosidase 2 [Source:EMBL;Acc:AED93527.1]	5
CARHR208240	AT5G05030	1484177	1486065	AT5G05030	uncharacterized protein [Source:EMBL;Acc:AED90820.1]	5
CARHR208250	AT5G05010	1476583	1480197	AT5G05010	coatomer subunit delta [Source:EMBL;Acc:AED90818.1]	5
CARHR208260	AT5G05000	1474113	1476409	ATTOC34	translocase of chloroplast 34 [Source:EMBL;Acc:AED90816.1]	5
CARHR208270	AT5G04990	1471481	1473964	ATSUN1	SAD1/UNC-84 domain protein 1 [Source:EMBL;Acc:AED90813.1]	5
CARHR208280	AT5G04980	1468575	1470772	AT5G04980	endonuclease/exonuclease/phosphatase domain-containing protein [Source:EMBL;Acc:AED90811.1]	5
CARHR208290	AT5G04970	1464145	1467041	AT5G04970	Putative pectinesterase/pectinesterase inhibitor 47 [Source:EMBL;Acc:AED90810.1]	5
CARHR208300	AT5G04960	1461907	1463969	AT5G04960	Putative pectinesterase/pectinesterase inhibitor 46 [Source:EMBL;Acc:AED90809.1]	5
CARHR208310	AT5G04950	1457645	1458890	NAS1	nicotianamine synthase 1 [Source:EMBL;Acc:AED90808.1]	5
CARHR208320	AT5G04940	1454167	1456990	SUVH1	histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1 [Source:EMBL;Acc:AED90807.1]	5
CARHR208330	AT5G04930	1444870	1449817	ALA1	phospholipid-transporting ATPase 1 [Source:EMBL;Acc:AED90805.1]	5
CARHR208340	AT5G04920	1438959	1441983	AT5G04920	vacuolar protein sorting-associated protein 36 [Source:EMBL;Acc:AED90804.1]	5
CARHR208350	AT5G04910	1437614	1438770	AT5G04910	uncharacterized protein [Source:EMBL;Acc:AED90803.1]	5
CARHR208360	AT5G04900	1434774	1437330	NOL	chlorophyll(ide) b reductase NOL [Source:EMBL;Acc:AED90802.1]	5
CARHR208370	AT5G04895	1428724	1434769	AT5G04895	DEA(D/H)-box RNA helicase family protein [Source:EMBL;Acc:AED90801.1]	5
CARHR208380	AT5G04890	1427173	1428454	RTM2	HSP20-like chaperone [Source:EMBL;Acc:AED90800.1]	5
CARHR208390	AT5G04885	1422799	1426879	AT5G04885	Glycosyl hydrolase family protein [Source:EMBL;Acc:AED90799.1]	5
CARHR208410	AT5G04870	1416783	1420338	CPK1	calcium dependent protein kinase 1 [Source:EMBL;Acc:AED90798.1]	5
CARHR208420	AT5G04860	1411565	1414677	AT5G04860	uncharacterized protein [Source:EMBL;Acc:AED90797.1]	5
CARHR208430	AT5G04850	1408019	1409893	VPS60.2	charged multivesicular body protein 5 [Source:EMBL;Acc:AED90795.1]	5
CARHR208440	AT5G04840	1405294	1407934	AT5G04840	bZIP protein [Source:EMBL;Acc:AED90793.1]	5
CARHR208450	AT5G04830	1402045	1403961	AT5G04830	Nuclear transport factor 2 (NTF2) family protein [Source:EMBL;Acc:AED90792.1]	5
CARHR208460	AT5G04820	1399619	1400784	ATOFP13	ovate family protein 13 [Source:EMBL;Acc:AED90790.1]	5
CARHR208470	AT5G04810	1390034	1393930	AT5G04810	pentatricopeptide (PPR) repeat-containing protein [Source:EMBL;Acc:AED90789.1]	5
CARHR208480	AT2G05220	1894559	1896036	AT2G05220	40S ribosomal protein S17-2 [Source:EMBL;Acc:AEC05908.1]	2
CARHR208500	AT5G04780	1384540	1386447	AT5G04780	pentatricopeptide repeat-containing protein [Source:EMBL;Acc:AED90783.1]	5
CARHR208510	AT5G04770	1379068	1382419	ATCAT6	cationic amino acid transporter 6 [Source:EMBL;Acc:AED90782.1]	5
CARHR208530	AT5G04760	1373530	1374787	AT5G04760	duplicated SANT DNA-binding domain-containing protein [Source:EMBL;Acc:AED90781.1]	5
CARHR208540	AT5G04750	1372147	1373619	AT5G04750	putative F1F0-ATPase inhibitor protein [Source:EMBL;Acc:AED90780.1]	5
CARHR208550	AT5G04740	1368542	1371480	AT5G04740	ACT domain-containing protein [Source:EMBL;Acc:AED90777.1]	5
CARHR208560	AT5G04730	1364101	1367394	AT5G04730	Ankyrin-repeat containing protein [Source:EMBL;Acc:AED90776.1]	5
CARHR208570	AT5G04720	1360712	1363884	ADR1-L2	ADR1-like 2 protein [Source:EMBL;Acc:AED90775.1]	5
CARHR208580	AT5G04710	1356990	1360247	AT5G04710	aspartyl aminopeptidase [Source:EMBL;Acc:AED90774.1]	5
CARHR208610	AT5G04700	1354240	1356754	AT5G04700	Ankyrin repeat family protein [Source:EMBL;Acc:AED90773.1]	5
CARHR208630	AT5G04670	1337839	1340884	AT5G04670	Enhancer of polycomb-like transcription factor protein [Source:EMBL;Acc:AED90770.1]	5
